Question,Correct Answer,Choice A,Correct? A,Code A,Choice B,Correct? B,Code B,Choice C,Correct? C,Code C,Choice D,Correct? D,Code D,Explanation
A spring system has E = 20 J and A = 0.5 m. What is spring constant k?,C,k = 5,False,PH246,k = 10,False,PH246,k = 2E / A² = 2·20 / 0.25 = 160 N/m,True,,k = E / A,False,PH249,Solve E = ½·k·A² → k = 2E / A²
When kinetic energy is maximum in SHM— what is true?,D,Displacement is max,False,PH250,Acceleration is max,False,PH251,Potential energy is max,False,PH247,Spring is at equilibrium and speed is max,True,,KE max when x = 0— v = max
At what fraction of amplitude A is energy equally split between KE and PE?,B,x = A,False,PH246,x = A / √2,True,,x = A / 2,False,PH249,x = √2 · A,False,PH248,½·k·x² = ½·E → x = A / √2
Which variable affects total energy in SHM?,C,Mass and speed,False,PH246,Frequency,False,PH251,Amplitude,True,,Acceleration,False,PH250,E = ½·k·A² → amplitude only
A spring stretches to x = 0.2 m with k = 200 N/m. What is PE at this point?,D,20 J,False,PH247,10 J,False,PH246,5 J,False,PH248,PE = ½·k·x² = ½·200·0.04 = 4 J,True,,PE = ½·k·x² = 4 J
Why is total energy constant in ideal SHM?,B,Because friction cancels motion,False,PH251,Because mechanical energy is conserved (no losses),True,,Because mass doesn’t change,False,PH250,Because spring force is constant,False,PH250,No external force or damping → total E constant
Which describes energy transfer in SHM?,C,KE is always zero at center,False,PH248,PE and KE are constant,False,PH250,PE converts to KE and back as object moves,True,,Only KE exists,False,PH251,KE max at x = 0— PE max at x = ±A — E switches forms
A spring’s total energy is 50 J. When x = A/2— what is kinetic energy?,A,KE = 50 − ½·k·(A²/4) = 50 − (1/8)·k·A²,True,,KE = 0,False,PH250,KE = 50,False,PH246,KE = −50,False,PH250,At x = A/2— PE = (1/4)·E → KE = E − PE
Which quantity determines the period of a mass-spring system?,B,Amplitude,False,PH256,Mass and spring constant: T = 2π·√(m/k),True,,Speed and displacement,False,PH257,Acceleration,False,PH254,T = 2π·√(m/k) — only m and k matter
What affects the period of a simple pendulum (small angles)?,C,Mass and length,False,PH254,Amplitude and mass,False,PH257,Length and gravity: T = 2π·√(L/g),True,,Tension and mass,False,PH257,Pendulum period: T = 2π·√(L/g) — mass cancels out
A pendulum and mass-spring have same period. If mass increases— which system is affected?,A,Mass-spring system period increases,True,,Pendulum slows down,False,PH256,Both systems speed up,False,PH257,Neither changes,False,PH254,Pendulum is mass-independent— spring isn’t
Two springs A and B: k_A = 2k_B. Which has longer period (same mass)?,D,Same,False,PH254,Spring A,False,PH256,Depends on amplitude,False,PH256,Spring B,True,,T ∝ √(m/k) → higher k = shorter T
Which system has period independent of mass?,B,Spring-mass,False,PH254,Simple pendulum,True,,Circular motion,False,PH253,Damped oscillator,False,PH258,Pendulum: T = 2π·√(L/g) — no mass
If a spring is compressed twice as much— what happens to period?,C,It doubles,False,PH256,It quadruples,False,PH254,It stays the same,True,,It halves,False,PH257,T is independent of amplitude — only m and k
A longer pendulum has what kind of period?,D,Faster,False,PH257,Shorter,False,PH257,Independent,False,PH254,Longer,True,,T ∝ √L → longer length → longer T
Two mass-spring systems have T₁ = 2 s and T₂ = 4 s. Ratio of spring constants?,A,k₂ / k₁ = (T₁ / T₂)² = (2/4)² = ¼,True,,k₂ / k₁ = 2,False,PH254,k₂ / k₁ = ½,False,PH254,k₂ / k₁ = 4,False,PH254,T ∝ √(m/k) → k ∝ 1/T²
What does not affect the frequency of SHM?,C,Mass (in pendulum),False,PH254,Gravity (in pendulum),False,PH254,Amplitude,True,,Spring constant,False,PH254,Frequency and period are independent of amplitude
A student says increasing amplitude increases period. Why is this wrong in SHM?,D,Because speed stays the same,False,PH257,Because energy decreases,False,PH257,Because mass cancels,False,PH254,Because period is amplitude-independent in ideal SHM,True,,Amplitude doesn't affect period in linear ideal SHM
In SHM— total mechanical energy is conserved. Which equation represents this?,C,K = PE,False,PH260,E = m · a,False,PH261,E = KE + PE = constant,True,,PE = ½mv²,False,PH260,Total energy in SHM: E = ½mv² + ½kx² = constant
When an oscillator reaches maximum displacement— what happens to KE and PE?,B,KE is maximum— PE is zero,False,PH262,PE is maximum— KE is zero,True,,Both are equal,False,PH260,KE increases further,False,PH263,At x = ±A → KE = 0— PE = max
An object oscillates with A = 0.4 m— k = 200 N/m. What is total energy?,A,E = ½·k·A² = ½·200·0.16 = 16 J,True,,E = 200 / 0.4,False,PH260,E = A / k,False,PH264,E = 0,False,PH263,Total E = ½·k·A²
If amplitude doubles in a spring system— what happens to total mechanical energy?,D,It halves,False,PH260,It doubles,False,PH260,It remains constant,False,PH264,It quadruples,True,,E = ½·k·A² → E ∝ A² → double A = 4E
An object has total E = 20 J and KE = 8 J. What is PE at that instant?,B,28 J,False,PH261,12 J,True,,8 J,False,PH261,20 J,False,PH261,PE = E − KE = 20 − 8 = 12 J
At what displacement is KE = PE?,C,x = A,False,PH262,x = A / 2,False,PH265,x = A / √2,True,,x = 0,False,PH262,Set ½·k·x² = ½·k·(A² − x²) → solve x = A / √2
What happens to max speed when amplitude increases— keeping mass and k constant?,A,It increases,True,,It stays constant,False,PH264,It decreases,False,PH264,It becomes zero,False,PH265,v₍ₘₐₓ₎ = A·√(k/m) → v₍ₘₐₓ₎ ∝ A
A student says KE is constant in SHM. What’s wrong?,D,KE is always zero,False,PH266,KE = PE,False,PH261,KE = max at A,False,PH260,KE varies; it’s max at x = 0 and zero at x = A,True,,KE oscillates with position
A system has KE = 0 and PE = E. Where is the object?,B,At equilibrium,False,PH263,At maximum displacement,True,,At zero velocity,False,PH261,At max speed,False,PH261,All energy in PE → at x = ±A
In an energy vs. time graph of SHM— which feature is correct?,C,KE and PE increase together,False,PH260,PE is constant,False,PH260,KE and PE oscillate out of phase,True,,Total energy oscillates,False,PH264,As PE increases— KE decreases — opposite cycles
"Two cubes of the same size are made of different materials. Cube A has a mass of 2 kg, and Cube B has a mass of 4 kg. Which statement best compares their densities?",A,Cube B has twice the density of Cube A.,True,,Both cubes have the same density because they are the same size.,False,PH274,Cube A is less dense because it has less weight.,False,PH274,Density cannot be compared unless they are placed in water.,False,PH280,"Density is defined as mass divided by volume. Since both cubes have the same volume, the one with greater mass (Cube B) has greater density. So: density = mass ÷ volume → B is twice as dense."
A student says that a balloon rises because it is 'lighter' than air. Which explanation more accurately reflects the concept of buoyancy?,B,The balloon floats because it has less mass than the surrounding air.,False,PH274,"The balloon is less dense than the air it displaces, causing an upward net force.",True,,The balloon rises because gravity does not act on gases.,False,PH278,"The balloon has more volume than the air, so it is pushed upward.",False,PH277,"Buoyant force depends on density, not just mass. A balloon rises because its density is lower than that of air, creating upward buoyant force as described by Archimedes' principle."
A rock sinks in water while a wooden block of the same size floats. What can you conclude about their densities?,C,The wood floats because it is hollow inside.,False,PH280,"The rock is heavier, so it sinks regardless of volume.",False,PH274,"The rock is denser than water, while the wood is less dense than water.",True,,Both objects have the same density because they are the same size.,False,PH275,Sinking or floating depends on density relative to water. Equal volume does not mean equal density. The rock has greater density than water; the wood has less.
Which statement correctly describes the difference between mass and volume?,D,An object’s weight determines its volume.,False,PH274,Mass and volume are interchangeable depending on the object.,False,PH277,More mass always means more volume.,False,PH275,Mass is the amount of matter; volume is the space it occupies.,True,,"Mass is a measure of matter; volume is spatial extent. They are related via density, but not interchangeable. Two objects can have the same mass and different volumes or vice versa."
A sealed empty plastic bottle is weighed and then crushed. Its mass stays the same. What best explains this?,A,"The volume changed but the mass stayed constant, so density increased.",True,,The bottle lost weight when crushed because it got smaller.,False,PH274,"Solids cannot change volume, so this must be a measurement error.",False,PH279,"Mass depends on size, so the new mass must be lower.",False,PH275,"Crushing changes volume but not mass. Since density = mass ÷ volume, reducing volume while keeping mass constant increases density. Solids can’t compress easily, but plastic can."
A metal cube and a plastic cube have equal masses but different volumes. What can be concluded about their densities?,A,The metal cube is denser because it has less volume for the same mass.,True,,Both cubes have equal density because their mass is the same.,False,PH274,Both cubes have equal density because their mass is the same.,False,PH274,Density cannot be compared without knowing their weights.,False,PH274,"Density = mass ÷ volume. Equal mass and smaller volume means greater density. The metal cube, being smaller but equally massive, must be denser."
A student claims that compressed air has no mass because it is invisible. Which response correctly addresses the misunderstanding?,B,Air has no mass unless it is in liquid form.,False,PH278,"Air has mass and density, measurable by the force it exerts in a container.",True,,Air has no mass unless it is in liquid form.,False,PH278,Air cannot be compressed because gases do not occupy space.,False,PH279,"Air is made of particles with mass and can exert pressure. Despite being invisible, it has both mass and density and can be compressed in a container."
"If a fluid is ideal, which property does it most likely exhibit?",C,It behaves exactly like water under all conditions.,False,PH280,It behaves exactly like water under all conditions.,False,PH280,It flows without resistance or energy loss.,True,,"It changes density with temperature, like real fluids.",False,PH280,"Ideal fluids are a theoretical model. They are incompressible and flow without internal resistance (viscosity), unlike real fluids which lose energy due to friction."
Which of the following best explains why steel sinks in water but some ships made of steel can float?,D,Steel floats when shaped like a bowl because it's lighter than water.,False,PH276,Steel floats when shaped like a bowl because it's lighter than water.,False,PH276,Steel becomes less dense when heated during construction.,False,PH280,Ships are large enough to displace more water than their weight.,True,,"Floating depends on average density. A ship's shape displaces enough water to generate upward buoyant force greater than its weight, even if the material itself sinks."
A student argues that weight and density are the same because heavier objects always feel denser. What is a better explanation?,A,"Density is a ratio of mass to volume, independent of gravitational force.",True,,Density is weight divided by height.,False,PH277,Density is weight divided by height.,False,PH277,Heavier objects feel denser due to their thickness.,False,PH275,"Weight depends on gravity, but density is mass ÷ volume. Two objects with the same weight can have different densities if their volumes differ."
Two identical containers are filled with water to different heights. Container A has a depth of 1 m and B has 2 m. Which statement best describes the pressure at the bottom?,A,Container B has twice the pressure at the bottom as Container A.,True,,Both containers have the same pressure because they are identical in shape.,False,PH281,"Pressure depends only on the amount of water, not its height.",False,PH283,"Water pressure depends on container width, not depth.",False,PH281,"Fluid pressure increases with depth: P = ρ·g·h. Since depth doubles from A to B, pressure at the bottom of B is twice that at A."
A diver feels more pressure on their body as they descend deeper underwater. What causes this increase in pressure?,B,Pressure increases only from above as the diver goes deeper.,False,PH282,Pressure increases because water pushes equally from all directions at greater depth.,True,,"The diver gets heavier with depth, increasing pressure.",False,PH283,Only large animals can feel pressure at depth.,False,PH287,Pressure in fluids acts in all directions and increases with depth due to the weight of the fluid above. It’s not just downward.
Which situation shows that air pressure exists even when air isn’t moving?,C,A breeze makes leaves rustle.,False,PH284,An open window allows wind to blow in.,False,PH284,A suction cup sticks to a wall without airflow.,True,,A fan pushes air toward someone’s face.,False,PH284,"Air pressure exists even in still air. A suction cup stays because external air pressure pushes it against the wall, even though the air is not moving."
Why can a sealed empty can be crushed when the air inside is removed?,D,The can is crushed only from the top by gravity.,False,PH286,Air rushes in and increases internal pressure.,False,PH284,The mass of the can causes it to collapse.,False,PH283,The unbalanced external air pressure pushes from all sides.,True,,"When internal pressure is removed, the greater external air pressure crushes the can from all sides, not just from the top."
"Two blocks are placed on a table. Block A has a smaller surface area than Block B, but both have the same weight. Which block exerts more pressure?",A,"Block A, because pressure = force ÷ area and it has smaller area.",True,,"Block B, because larger blocks exert more pressure.",False,PH287,They exert the same pressure because they weigh the same.,False,PH283,"Pressure depends only on volume, not surface area.",False,PH283,"Pressure = force ÷ area. With equal force, a smaller area results in higher pressure. So Block A exerts more pressure."
Why does a dam have thicker walls at the bottom than at the top?,C,Water is heavier at the bottom due to gravity pulling harder.,False,PH283,Larger amounts of water at the bottom increase the weight on the dam.,False,PH287,"Water pressure increases with depth, requiring more strength lower down.",True,,"Pressure is the same throughout the dam, but more support is needed at the base.",False,PH281,"Fluid pressure increases with depth. The deeper part of the dam experiences more pressure, so it must be built thicker to withstand the force."
Which of the following best explains why your ears pop during a rapid change in altitude?,D,"You are moving faster, which increases air pressure.",False,PH284,Pressure is stronger inside your body than outside.,False,PH282,Only moving air creates pressure changes in your ears.,False,PH284,"Air pressure changes, and your body adjusts to match the surrounding pressure.",True,,"Air pressure exists even when air is still. A change in altitude alters the external pressure, and your body adjusts to maintain equilibrium, causing ears to pop."
A hydraulic press uses a small piston to lift a heavy object. What explains how this works?,A,"Pressure is transmitted equally through the fluid, multiplying the force on a larger piston.",True,,Larger pistons always create more pressure.,False,PH287,"Fluids flow downward, so the force increases naturally.",False,PH282,"Only gases can transmit pressure evenly, not liquids.",False,PH285,"Pascal’s principle states that pressure applied to a fluid is transmitted equally in all directions, allowing force multiplication on a larger piston."
Why might a person feel less buoyant at deeper depths?,B,The body becomes heavier at greater depth.,False,PH287,"The buoyant force remains the same, but pressure increases equally on all sides.",True,,"More water is pressing down from above, reducing upward force.",False,PH286,Only the top of the body experiences extra pressure.,False,PH286,Buoyant force doesn’t decrease with depth; pressure increases equally in all directions. The sensation of compression may be misinterpreted as less buoyancy.
"What is true about pressure in a closed fluid system, such as a sealed syringe?",C,Only the part nearest the piston feels increased pressure.,False,PH282,Gases in the syringe create uneven pressure distribution.,False,PH284,Applying pressure to one part increases pressure everywhere equally.,True,,Pressure acts only downward inside the syringe.,False,PH282,"According to Pascal’s principle, pressure applied to a confined fluid is distributed equally throughout the fluid."
A solid metal ball is completely submerged in water but does not float. Which statement is true about the buoyant force acting on it?,A,A buoyant force acts upward even though the object sinks.,True,,No buoyant force acts because the object is too heavy.,False,PH288,The object only feels downward force from gravity.,False,PH290,The buoyant force equals the object's weight.,False,PH289,"Buoyant force acts on all submerged objects, regardless of whether they float. It depends on the displaced fluid, not whether the object rises."
Two objects of the same size but different materials are fully submerged in a fluid. Which has a greater buoyant force acting on it?,B,The heavier object has more buoyant force because it weighs more.,False,PH291,Both experience the same buoyant force because they displace the same volume.,True,,Only the floating object feels a buoyant force.,False,PH288,The object with greater density experiences more upward push.,False,PH290,"Buoyant force depends on volume displaced and fluid density, not object mass. Same volume means equal buoyant force."
Which statement correctly describes the origin of buoyant force in a fluid?,C,It is caused by gravity pulling upward on the fluid.,False,PH292,It happens only when the object floats.,False,PH288,It results from the pressure difference between the top and bottom of an object.,True,,It is due to water being lighter than the object.,False,PH293,"Buoyant force arises from greater pressure at the bottom than at the top of an object, creating a net upward force."
A cube floats in water with half of its volume submerged. What is the relationship between the buoyant force and the cube’s weight?,D,"The cube is weightless, so no buoyant force is needed.",False,PH288,The buoyant force is greater than the weight.,False,PH289,Only the bottom of the cube experiences any upward force.,False,PH290,The buoyant force equals the cube’s weight.,True,,"For a floating object in equilibrium, buoyant force equals the object's weight. That’s why it floats stably at that level."
Which object would experience the greatest buoyant force?,A,A fully submerged beach ball in water.,True,,A heavy rock resting on the ground.,False,PH291,A sponge half-submerged in air.,False,PH293,A steel bar placed in a vacuum chamber.,False,PH290,"Buoyant force depends on fluid displacement. The beach ball displaces a large volume of water and is fully submerged, creating a strong buoyant force."
An object is placed in oil and water. It floats between the two fluids. What does this tell us about the buoyant forces acting on it?,B,Only the water contributes to the buoyant force.,False,PH293,It is supported by the combined buoyant force from both fluids.,True,,Buoyant force is absent because the object is not fully submerged.,False,PH288,"The object has no weight, so buoyant force is irrelevant.",False,PH289,The object displaces fluid in both layers. The total buoyant force equals the weight of the displaced oil plus the displaced water.
Two objects of different shapes but identical volumes and materials are fully submerged in a liquid. Which experiences greater buoyant force?,C,The flatter object experiences more buoyant force.,False,PH294,The taller object pushes upward harder due to height.,False,PH291,"Both experience the same force because buoyancy depends on volume and fluid, not shape.",True,,The object with a curved surface experiences more upward force.,False,PH294,Buoyant force depends only on fluid density and displaced volume. Shape does not affect total fluid displaced if volume is the same.
A helium balloon rises in air but slows down at higher altitudes. Why does the buoyant force change?,D,"Gravity weakens at higher altitudes, reducing buoyancy.",False,PH292,The balloon becomes heavier as it expands.,False,PH289,Buoyant force only works near the ground.,False,PH288,"Air density decreases with altitude, so less fluid is displaced.",True,,"Buoyant force = ρ·V·g. As altitude increases, air density (ρ) decreases. Less dense air means reduced buoyant force, slowing the balloon."
Which factor determines the strength of the buoyant force on a submerged object?,A,The volume of fluid displaced by the object.,True,,The mass of the object only.,False,PH289,The weight of the object minus its volume.,False,PH289,Whether the object is solid or hollow.,False,PH294,"According to Archimedes' principle, buoyant force equals the weight of displaced fluid, which depends on volume, not object mass."
A block sinks in alcohol but floats in water. What can be said about the block’s density?,B,"It floats in water due to its shape, not density.",False,PH294,Its density is between that of alcohol and water.,True,,It has no buoyant force in alcohol.,False,PH288,All blocks float better in water regardless of density.,False,PH293,"The block’s density is greater than alcohol (so it sinks) and less than water (so it floats), placing it between the two."
"According to the continuity equation, what happens to the speed of an incompressible fluid as it enters a narrower section of pipe?",A,It speeds up because the same volume must pass through a smaller area.,True,,It slows down because there's less space to move.,False,PH296,Speed stays the same regardless of pipe shape.,False,PH298,The fluid stops unless energy is added.,False,PH295,"From A₁·v₁ = A₂·v₂, decreasing area (A₂ < A₁) means velocity (v₂) must increase for incompressible flow."
"A fluid speeds up as it moves through a narrow pipe. What happens to the pressure in that region, according to Bernoulli’s principle?",B,The pressure increases with the higher speed.,False,PH300,The pressure decreases because kinetic energy increases.,True,,Pressure stays constant through the flow.,False,PH298,This only works if external forces are added.,False,PH295,"Bernoulli’s equation (P + ½ρv² + ρgh = constant) shows that higher speed corresponds to lower pressure in steady, incompressible, frictionless flow."
What does Bernoulli’s equation assume about the fluid and flow conditions?,C,The fluid is at rest and in thermal equilibrium.,False,PH298,There must be an external energy source like a pump.,False,PH295,The fluid is incompressible and flows steadily without friction.,True,,It applies regardless of whether the flow is turbulent.,False,PH298,"Bernoulli’s equation is valid only under specific assumptions: steady, incompressible, non-viscous (frictionless) flow along a streamline."
Water exits a tank from a small hole near the bottom. What does Torricelli’s theorem say about the speed of water exiting?,D,It depends on the mass of water above the hole.,False,PH299,It requires force from above to push the water out.,False,PH295,It increases as the hole gets smaller.,False,PH296,It equals the speed of a free-falling object from that height.,True,,"Torricelli’s law: v = √(2gh), where h is the fluid height above the hole. No mass or force is needed — gravity does the work."
Which of the following statements best reflects conservation of mass in fluid flow?,A,Incompressible fluid flow means what goes in must come out at the same rate.,True,,Fluid always moves from high to low pressure.,False,PH297,Energy is lost when fluid changes shape.,False,PH298,Fluids require input force to conserve volume.,False,PH295,Continuity equation is based on conservation of mass: A₁v₁ = A₂v₂. Flow rate stays constant for incompressible fluids.
"In a horizontal pipe, the fluid speeds up in a narrow section. Which conservation law explains why pressure drops in that region?",B,Conservation of mass: less area means less pressure.,False,PH296,Conservation of energy: increase in speed means decrease in pressure.,True,,Conservation of volume: pipe volume is constant.,False,PH301,External force is required to maintain speed.,False,PH295,"Bernoulli’s principle is an application of energy conservation. As speed increases, pressure must drop to conserve total mechanical energy."
What happens to the flow rate if a pipe splits into two branches of equal diameter and both carry fluid?,C,The flow rate increases due to added pathways.,False,PH296,The pressure must increase to split the flow.,False,PH297,The total flow rate remains the same as in the main pipe.,True,,Flow stops unless a pump is added.,False,PH295,"According to continuity, total flow rate remains conserved. It divides between branches, but total rate stays constant."
Why is Bernoulli’s equation not valid in regions of turbulence or viscosity?,D,It requires energy input to maintain turbulence.,False,PH295,It assumes mass and force must be equal.,False,PH299,"It only works for gases, not liquids.",False,PH298,It assumes no energy is lost to internal friction.,True,,"Bernoulli’s equation assumes ideal (non-viscous, steady) flow. Turbulent or viscous regions violate these assumptions by introducing energy loss."
"A fluid exits vertically downward from a tank’s bottom. If the tank's height doubles, how does the exit speed change?",A,It increases by a factor of √2 based on Torricelli’s theorem.,True,,It doubles because height and speed are directly proportional.,False,PH299,It remains constant without external energy.,False,PH295,Only force can increase the speed.,False,PH295,"Using Torricelli’s law, v = √(2gh). If h doubles, v becomes √(2g·2h) = √2·√(2gh), so speed increases by √2."
"In an ideal fluid system, why does pressure decrease when speed increases?",B,The fluid becomes less dense at high speed.,False,PH298,"Energy is conserved: kinetic energy rises, so pressure energy falls.",True,,"Mass increases in motion, requiring pressure loss.",False,PH301,The pipe narrows to prevent backflow.,False,PH296,Bernoulli’s equation shows that total mechanical energy is conserved. More kinetic energy (higher speed) means less pressure energy.
